sample_id,patch_name,patch_row,patch_col,timepoint,concentration,label,cell_count,soma_area_mean,soma_area_total,perimeter_mean,circularity_mean,eccentricity_mean,solidity_mean,neurite_length,branch_count,neurite_density
A172_Phase_A7_1_00d00h00m_2_pre,A172_Phase_A7_1_00d00h00m_2_pre_r2c1.png,2,1,before,,,6,464.1666666666667,2785.0,103.70458146424487,0.5617755669642606,0.6992875023072149,0.8735112993104313,315,69,0.11310592459605028
A172_Phase_A7_1_00d00h00m_2_pre,A172_Phase_A7_1_00d00h00m_2_pre_r2c2.png,2,2,before,,,7,546.5714285714286,3826.0,108.3106729909762,0.5670657722604706,0.7460460394120353,0.8675518529223971,348,76,0.09095661265028751
A172_Phase_A7_1_00d00h00m_3_pre,A172_Phase_A7_1_00d00h00m_3_pre_r0c0.png,0,0,before,,,6,378.8333333333333,2273.0,83.85635516839568,0.6792939344522423,0.6815402843857234,0.8910251089257835,237,44,0.10426748790145182
A172_Phase_A7_1_00d00h00m_3_pre,A172_Phase_A7_1_00d00h00m_3_pre_r0c1.png,0,1,before,,,5,541.0,2705.0,106.20041840821061,0.6227172059040024,0.5792658792543226,0.8875905657047125,290,55,0.10720887245841035
A172_Phase_A7_1_00d00h00m_3_pre,A172_Phase_A7_1_00d00h00m_3_pre_r0c2.png,0,2,before,,,5,485.8,2429.0,122.82539674441618,0.48038357019129824,0.7875642932109859,0.8163275229842719,317,67,0.13050638122684233
A172_Phase_A7_1_00d00h00m_3_pre,A172_Phase_A7_1_00d00h00m_3_pre_r1c0.png,1,0,before,,,5,634.4,3172.0,134.10479066835018,0.469790617901094,0.7416824363598499,0.8402129558040867,363,74,0.11443883984867591
A172_Phase_A7_1_00d00h00m_3_pre,A172_Phase_A7_1_00d00h00m_3_pre_r1c1.png,1,1,before,,,3,542.0,1626.0,106.26871084938658,0.6031964236216508,0.6213306341599839,0.8845792623701438,152,31,0.09348093480934809
A172_Phase_A7_1_00d00h00m_3_pre,A172_Phase_A7_1_00d00h00m_3_pre_r1c2.png,1,2,before,,,6,506.5,3039.0,110.07835491209812,0.5347603722042278,0.5847733262213599,0.849319714024278,342,78,0.1125370187561698
A172_Phase_A7_1_00d00h00m_3_pre,A172_Phase_A7_1_00d00h00m_3_pre_r2c0.png,2,0,before,,,4,771.25,3085.0,184.24926035179243,0.42838581807833415,0.745090076456121,0.8048721762438324,453,110,0.14683954619124798
A172_Phase_A7_1_00d00h00m_3_pre,A172_Phase_A7_1_00d00h00m_3_pre_r2c1.png,2,1,before,,,7,425.2857142857143,2977.0,113.65556064274378,0.54889725767672,0.6632608479105052,0.8594190677677868,407,85,0.13671481357070878
A172_Phase_A7_1_00d00h00m_3_pre,A172_Phase_A7_1_00d00h00m_3_pre_r2c2.png,2,2,before,,,8,360.25,2882.0,94.3672708630155,0.5705747844824858,0.6839119413491577,0.8628079453992021,359,79,0.12456627342123526
A172_Phase_A7_1_00d00h00m_4_pre,A172_Phase_A7_1_00d00h00m_4_pre_r0c0.png,0,0,before,,,6,494.0,2964.0,101.46887920384934,0.6334750517301079,0.7229439951015336,0.9035039868891168,308,56,0.1039136302294197
A172_Phase_A7_1_00d00h00m_4_pre,A172_Phase_A7_1_00d00h00m_4_pre_r0c1.png,0,1,before,,,4,633.25,2533.0,125.83630944789016,0.5346051407913461,0.7333853408374204,0.8505250783056815,270,57,0.10659297275957363
A172_Phase_A7_1_00d00h00m_4_pre,A172_Phase_A7_1_00d00h00m_4_pre_r0c2.png,0,2,before,,,4,578.0,2312.0,120.79341622907671,0.5543483858154018,0.6815629405852346,0.8552546742800649,202,48,0.08737024221453288
A172_Phase_A7_1_00d00h00m_4_pre,A172_Phase_A7_1_00d00h00m_4_pre_r1c0.png,1,0,before,,,5,419.2,2096.0,91.12468247692254,0.6588484850687759,0.7233031350575134,0.8794862362481896,212,40,0.10114503816793893
A172_Phase_A7_1_00d00h00m_4_pre,A172_Phase_A7_1_00d00h00m_4_pre_r1c1.png,1,1,before,,,6,377.3333333333333,2264.0,85.17885997548642,0.6743486818502952,0.6887822781116416,0.8992342972351538,279,66,0.12323321554770318
A172_Phase_A7_1_00d00h00m_4_pre,A172_Phase_A7_1_00d00h00m_4_pre_r1c2.png,1,2,before,,,5,387.0,1935.0,92.34234482783624,0.5952104201728728,0.6493551900654784,0.8639850999797029,233,50,0.12041343669250645
A172_Phase_A7_1_00d00h00m_4_pre,A172_Phase_A7_1_00d00h00m_4_pre_r2c0.png,2,0,before,,,5,757.8,3789.0,152.1449926937055,0.47291474035259834,0.796465116804338,0.8463547613528515,506,101,0.13354447083663235
A172_Phase_A7_1_00d00h00m_4_pre,A172_Phase_A7_1_00d00h00m_4_pre_r2c1.png,2,1,before,,,7,456.14285714285717,3193.0,96.98014320540695,0.6081710379352818,0.5693025528339424,0.8926394596843302,334,67,0.10460382085812715
A172_Phase_A7_1_00d00h00m_4_pre,A172_Phase_A7_1_00d00h00m_4_pre_r2c2.png,2,2,before,,,6,348.3333333333333,2090.0,77.71828398093798,0.7287972816936098,0.6783970463785097,0.9050162477105753,188,37,0.08995215311004785
A172_Phase_A7_1_00d04h00m_1_pre,A172_Phase_A7_1_00d04h00m_1_pre_r0c0.png,0,0,after,,,5,666.4,3332.0,138.8195092941116,0.4532350903900337,0.7258614180956169,0.8078372998447595,380,83,0.11404561824729892
A172_Phase_A7_1_00d04h00m_1_pre,A172_Phase_A7_1_00d04h00m_1_pre_r0c1.png,0,1,after,,,1,877.0,877.0,175.23149339882607,0.35890964800370934,0.6213099494092261,0.7754199823165341,172,44,0.1961231470923603
A172_Phase_A7_1_00d04h00m_1_pre,A172_Phase_A7_1_00d04h00m_1_pre_r0c2.png,0,2,after,,,5,716.2,3581.0,121.87026688919411,0.6013202685410441,0.7559817574177152,0.9033874185931563,291,49,0.08126221725774924
A172_Phase_A7_1_00d04h00m_1_pre,A172_Phase_A7_1_00d04h00m_1_pre_r1c0.png,1,0,after,,,6,588.8333333333334,3533.0,138.46905354060377,0.376652103129767,0.7076810053536914,0.7748554159237301,518,114,0.14661760543447494
A172_Phase_A7_1_00d04h00m_1_pre,A172_Phase_A7_1_00d04h00m_1_pre_r1c1.png,1,1,after,,,4,782.75,3131.0,181.46677477306463,0.3672176490329876,0.8780060377734769,0.7817698587473019,371,63,0.1184924944107314
A172_Phase_A7_1_00d04h00m_1_pre,A172_Phase_A7_1_00d04h00m_1_pre_r1c2.png,1,2,after,,,3,895.0,2685.0,158.75602444176175,0.5117082994228547,0.6896107440642684,0.7879325439486351,226,22,0.08417132216014897
A172_Phase_A7_1_00d04h00m_1_pre,A172_Phase_A7_1_00d04h00m_1_pre_r2c0.png,2,0,after,,,6,644.0,3864.0,134.05873007774952,0.4977041751042228,0.7278296021071146,0.8328296176007944,443,96,0.114648033126294
A172_Phase_A7_1_00d04h00m_1_pre,A172_Phase_A7_1_00d04h00m_1_pre_r2c1.png,2,1,after,,,6,603.5,3621.0,111.94518993322754,0.5997117175671126,0.7541484892965259,0.878075868278788,306,50,0.08450704225352113
A172_Phase_A7_1_00d04h00m_1_pre,A172_Phase_A7_1_00d04h00m_1_pre_r2c2.png,2,2,after,,,3,355.6666666666667,1067.0,126.69476904707058,0.427327562061764,0.6906159341386476,0.7352692150397465,230,58,0.2155576382380506
A172_Phase_A7_1_00d04h00m_2_pre,A172_Phase_A7_1_00d04h00m_2_pre_r0c0.png,0,0,after,,,6,499.1666666666667,2995.0,140.51930607229795,0.3478745915735694,0.7756223139119244,0.736097212341179,495,102,0.1652754590984975
A172_Phase_A7_1_00d04h00m_2_pre,A172_Phase_A7_1_00d04h00m_2_pre_r0c1.png,0,1,after,,,3,648.6666666666666,1946.0,126.0656685044733,0.5441059427394295,0.7385465863406656,0.8417860922514144,217,36,0.11151079136690648
A172_Phase_A7_1_00d04h00m_2_pre,A172_Phase_A7_1_00d04h00m_2_pre_r0c2.png,0,2,after,,,5,566.4,2832.0,115.78864350760145,0.5452955948769282,0.749586563899498,0.8747238246050509,295,44,0.10416666666666667
A172_Phase_A7_1_00d04h00m_2_pre,A172_Phase_A7_1_00d04h00m_2_pre_r1c0.png,1,0,after,,,3,709.0,2127.0,136.9946006926078,0.5287431601876754,0.6725113003204178,0.8094496971043951,221,44,0.10390220968500236
A172_Phase_A7_1_00d04h00m_2_pre,A172_Phase_A7_1_00d04h00m_2_pre_r1c1.png,1,1,after,,,7,466.85714285714283,3268.0,121.01741901259966,0.4386811104352159,0.749980752878205,0.8165621352004516,458,98,0.1401468788249694
A172_Phase_A7_1_00d04h00m_2_pre,A172_Phase_A7_1_00d04h00m_2_pre_r1c2.png,1,2,after,,,3,1097.0,3291.0,196.65180361560905,0.3190058975519705,0.9098160538359638,0.7617202971958444,330,63,0.10027347310847767
A172_Phase_A7_1_00d04h00m_2_pre,A172_Phase_A7_1_00d04h00m_2_pre_r2c0.png,2,0,after,,,4,725.75,2903.0,219.69469683442247,0.21081349231285557,0.7550736685958747,0.6498449492261849,552,135,0.19014812263176026
A172_Phase_A7_1_00d04h00m_2_pre,A172_Phase_A7_1_00d04h00m_2_pre_r2c1.png,2,1,after,,,5,710.6,3553.0,128.5082394568908,0.5326113023245354,0.7672670275686886,0.8714432915178076,395,68,0.11117365606529693
A172_Phase_A7_1_00d04h00m_2_pre,A172_Phase_A7_1_00d04h00m_2_pre_r2c2.png,2,2,after,,,6,614.0,3684.0,121.13554587051603,0.546972048297522,0.7485060021743631,0.8429058834672554,308,43,0.08360477741585233
A172_Phase_A7_1_00d04h00m_3_pre,A172_Phase_A7_1_00d04h00m_3_pre_r0c0.png,0,0,after,,,5,470.2,2351.0,105.31168824543143,0.5571934767787365,0.7503102721327334,0.8461593390521754,235,42,0.09995746490854955
A172_Phase_A7_1_00d04h00m_3_pre,A172_Phase_A7_1_00d04h00m_3_pre_r0c1.png,0,1,after,,,3,718.0,2154.0,114.1445165153764,0.6579356777443134,0.6123435043041577,0.890966713220055,190,36,0.0882079851439183
A172_Phase_A7_1_00d04h00m_3_pre,A172_Phase_A7_1_00d04h00m_3_pre_r0c2.png,0,2,after,,,4,541.75,2167.0,169.62794000823277,0.2713038819744705,0.7917715349971464,0.6888689713032845,400,95,0.18458698661744347
A172_Phase_A7_1_00d04h00m_3_pre,A172_Phase_A7_1_00d04h00m_3_pre_r1c0.png,1,0,after,,,4,450.5,1802.0,161.34240610230006,0.3362361825751415,0.7522427920551643,0.6890922001223985,371,123,0.20588235294117646
A172_Phase_A7_1_00d04h00m_3_pre,A172_Phase_A7_1_00d04h00m_3_pre_r1c1.png,1,1,after,,,3,1085.3333333333333,3256.0,187.17430244040813,0.4200027618014726,0.809565385934773,0.8173546051787577,278,50,0.08538083538083538
A172_Phase_A7_1_00d04h00m_3_pre,A172_Phase_A7_1_00d04h00m_3_pre_r1c2.png,1,2,after,,,9,374.0,3366.0,106.15951573190915,0.5111818812026337,0.6921761034623644,0.8363430832625206,456,126,0.1354723707664884
A172_Phase_A7_1_00d04h00m_3_pre,A172_Phase_A7_1_00d04h00m_3_pre_r2c0.png,2,0,after,,,3,1245.6666666666667,3737.0,261.68158954064074,0.3595697554191164,0.8140124580107794,0.7136726623411302,473,90,0.12657211667112658
A172_Phase_A7_1_00d04h00m_3_pre,A172_Phase_A7_1_00d04h00m_3_pre_r2c1.png,2,1,after,,,4,700.5,2802.0,167.40001794687493,0.36424409853628853,0.8121129385612265,0.842240080334072,343,53,0.122412562455389
A172_Phase_A7_1_00d04h00m_3_pre,A172_Phase_A7_1_00d04h00m_3_pre_r2c2.png,2,2,after,,,7,459.14285714285717,3214.0,112.8635383745603,0.5078448593040357,0.7560823275125611,0.841353340372243,420,83,0.13067828251400124
A172_Phase_A7_1_00d04h00m_4_pre,A172_Phase_A7_1_00d04h00m_4_pre_r0c0.png,0,0,after,,,5,780.6,3903.0,156.96753236814715,0.4294880467020975,0.8043731689386637,0.7979516282295054,464,81,0.1188829105816039
A172_Phase_A7_1_00d04h00m_4_pre,A172_Phase_A7_1_00d04h00m_4_pre_r0c1.png,0,1,after,,,3,1053.3333333333333,3160.0,199.32625048131334,0.4214123675775679,0.7950743845412184,0.8082868379157916,393,87,0.12436708860759493
A172_Phase_A7_1_00d04h00m_4_pre,A172_Phase_A7_1_00d04h00m_4_pre_r0c2.png,0,2,after,,,4,630.5,2522.0,128.15585309615318,0.5200859972439482,0.8636854249653817,0.8420067318657001,229,45,0.09080095162569389
A172_Phase_A7_1_00d04h00m_4_pre,A172_Phase_A7_1_00d04h00m_4_pre_r1c0.png,1,0,after,,,5,668.8,3344.0,157.7165655689593,0.4521550962735553,0.7414649243309224,0.7859287814961045,488,97,0.145933014354067
A172_Phase_A7_1_00d04h00m_4_pre,A172_Phase_A7_1_00d04h00m_4_pre_r1c1.png,1,1,after,,,6,592.6666666666666,3556.0,120.97581763057313,0.5641192805510374,0.7983364487619221,0.8582069545376282,336,73,0.09448818897637795
A172_Phase_A7_1_00d04h00m_4_pre,A172_Phase_A7_1_00d04h00m_4_pre_r1c2.png,1,2,after,,,6,488.8333333333333,2933.0,106.84857496935803,0.545576430780918,0.8075157928994495,0.8652075853618983,304,52,0.10364814183429935
A172_Phase_A7_1_00d04h00m_4_pre,A172_Phase_A7_1_00d04h00m_4_pre_r2c0.png,2,0,after,,,7,439.85714285714283,3079.0,121.78913619167871,0.46846837155597937,0.7911100735284233,0.8181244343027826,460,120,0.14939915556999026
A172_Phase_A7_1_00d04h00m_4_pre,A172_Phase_A7_1_00d04h00m_4_pre_r2c1.png,2,1,after,,,7,576.4285714285714,4035.0,124.7359100485315,0.5189044425331083,0.7778721318216293,0.8394012386210068,469,88,0.11623296158612144
A172_Phase_A7_1_00d04h00m_4_pre,A172_Phase_A7_1_00d04h00m_4_pre_r2c2.png,2,2,after,,,5,664.4,3322.0,128.57098115668776,0.579622925297348,0.7926146096380483,0.8531132349599526,307,56,0.09241420830824805
A172_Phase_A7_1_00d08h00m_1_pre,A172_Phase_A7_1_00d08h00m_1_pre_r0c0.png,0,0,after,,,3,987.0,2961.0,287.3265991548222,0.21615123396488164,0.7573015318356267,0.674893320848922,513,124,0.17325227963525835
A172_Phase_A7_1_00d08h00m_1_pre,A172_Phase_A7_1_00d08h00m_1_pre_r0c1.png,0,1,after,,,2,643.0,1286.0,107.20458146424488,0.6215386002784541,0.75594597525304,0.8739477250185099,115,17,0.08942457231726283
A172_Phase_A7_1_00d08h00m_1_pre,A172_Phase_A7_1_00d08h00m_1_pre_r0c2.png,0,2,after,,,5,720.0,3600.0,145.07514421272202,0.42752730505879183,0.8362841722909178,0.8104344956402647,386,49,0.10722222222222222
A172_Phase_A7_1_00d08h00m_1_pre,A172_Phase_A7_1_00d08h00m_1_pre_r1c0.png,1,0,after,,,6,492.0,2952.0,150.9602572324978,0.3530571571350838,0.8058091303914193,0.7386498658929735,551,138,0.18665311653116531
A172_Phase_A7_1_00d08h00m_1_pre,A172_Phase_A7_1_00d08h00m_1_pre_r1c1.png,1,1,after,,,6,629.6666666666666,3778.0,155.11998547244067,0.3519538502552344,0.8673325413437155,0.728510210394186,530,123,0.14028586553732134
A172_Phase_A7_1_00d08h00m_1_pre,A172_Phase_A7_1_00d08h00m_1_pre_r1c2.png,1,2,after,,,3,1321.0,3963.0,217.18614707571905,0.34745848104839316,0.8785960585403233,0.7796508368511427,352,56,0.08882159979813273
A172_Phase_A7_1_00d08h00m_1_pre,A172_Phase_A7_1_00d08h00m_1_pre_r2c0.png,2,0,after,,,5,501.2,2506.0,136.40407640085652,0.3482012042088698,0.7308099180085437,0.7740376256949297,398,91,0.15881883479648842
A172_Phase_A7_1_00d08h00m_1_pre,A172_Phase_A7_1_00d08h00m_1_pre_r2c1.png,2,1,after,,,7,378.57142857142856,2650.0,136.54577398543321,0.2890125740330029,0.7975401907961474,0.675017192138126,547,131,0.20641509433962263
A172_Phase_A7_1_00d08h00m_1_pre,A172_Phase_A7_1_00d08h00m_1_pre_r2c2.png,2,2,after,,,3,338.0,1014.0,138.16617356786165,0.2550090380878487,0.8079172757834855,0.6520838121895948,264,72,0.2603550295857988
A172_Phase_A7_1_00d08h00m_2_pre,A172_Phase_A7_1_00d08h00m_2_pre_r0c0.png,0,0,after,,,3,459.0,1377.0,150.9177848998413,0.25474848868479505,0.7359911449576876,0.6279216316416321,234,44,0.16993464052287582
A172_Phase_A7_1_00d08h00m_2_pre,A172_Phase_A7_1_00d08h00m_2_pre_r0c1.png,0,1,after,,,2,1636.5,3273.0,231.44469683442247,0.3709729515697756,0.7061221204529707,0.8254072641306684,273,42,0.08340971585701192
A172_Phase_A7_1_00d08h00m_2_pre,A172_Phase_A7_1_00d08h00m_2_pre_r0c2.png,0,2,after,,,4,621.0,2484.0,173.8319984622144,0.2452791265134263,0.8657812804356169,0.6771397335578456,445,107,0.17914653784219
A172_Phase_A7_1_00d08h00m_2_pre,A172_Phase_A7_1_00d08h00m_2_pre_r1c0.png,1,0,after,,,4,784.0,3136.0,158.56423150924803,0.4543613915198882,0.6953541897425599,0.7946541457925835,359,74,0.11447704081632654
A172_Phase_A7_1_00d08h00m_2_pre,A172_Phase_A7_1_00d08h00m_2_pre_r1c1.png,1,1,after,,,6,301.6666666666667,1810.0,125.57548092164758,0.2662201776446465,0.7449521472176923,0.6629601830956126,428,123,0.23646408839779007
A172_Phase_A7_1_00d08h00m_2_pre,A172_Phase_A7_1_00d08h00m_2_pre_r1c2.png,1,2,after,,,4,442.25,1769.0,161.96067811865476,0.22216589646732005,0.681133311707088,0.6338396323852319,428,109,0.24194460146975694
A172_Phase_A7_1_00d08h00m_2_pre,A172_Phase_A7_1_00d08h00m_2_pre_r2c0.png,2,0,after,,,3,711.6666666666666,2135.0,242.47041832318095,0.24892421382513777,0.6757403932919339,0.6609707483451256,492,149,0.23044496487119437
A172_Phase_A7_1_00d08h00m_2_pre,A172_Phase_A7_1_00d08h00m_2_pre_r2c1.png,2,1,after,,,4,732.0,2928.0,233.2746481227711,0.23757276138543304,0.9117285771075918,0.6498719134086599,550,145,0.1878415300546448
A172_Phase_A7_1_00d08h00m_2_pre,A172_Phase_A7_1_00d08h00m_2_pre_r2c2.png,2,2,after,,,5,632.8,3164.0,141.01240251292506,0.4373564986938262,0.6995519730637444,0.738733524604394,429,98,0.13558786346396967
A172_Phase_A7_1_00d08h00m_3_pre,A172_Phase_A7_1_00d08h00m_3_pre_r0c0.png,0,0,after,,,5,621.0,3105.0,146.55209947489206,0.3845671690138527,0.7803386721849612,0.7922486510630723,354,65,0.11400966183574879
A172_Phase_A7_1_00d08h00m_3_pre,A172_Phase_A7_1_00d08h00m_3_pre_r0c1.png,0,1,after,,,1,2253.0,2253.0,427.95436482630055,0.15458812700765687,0.826219004780326,0.6256595390169397,272,46,0.12072791833111407
A172_Phase_A7_1_00d08h00m_3_pre,A172_Phase_A7_1_00d08h00m_3_pre_r0c2.png,0,2,after,,,2,765.5,1531.0,255.00104602052653,0.1507854955661,0.8435360540349928,0.4832404920193448,313,89,0.20444154147615937
A172_Phase_A7_1_00d08h00m_3_pre,A172_Phase_A7_1_00d08h00m_3_pre_r1c0.png,1,0,after,,,3,242.66666666666666,728.0,113.1759859850359,0.25018176680282805,0.7757084614959546,0.6182014662989396,203,71,0.27884615384615385
A172_Phase_A7_1_00d08h00m_3_pre,A172_Phase_A7_1_00d08h00m_3_pre_r1c1.png,1,1,after,,,4,968.75,3875.0,192.97413408594534,0.3652239633894625,0.7353107691124765,0.7953165226325624,478,86,0.12335483870967742
A172_Phase_A7_1_00d08h00m_3_pre,A172_Phase_A7_1_00d08h00m_3_pre_r1c2.png,1,2,after,,,6,388.0,2328.0,128.95416057808794,0.33510303942077596,0.7317138345905495,0.7514570012749014,472,117,0.2027491408934708
A172_Phase_A7_1_00d08h00m_3_pre,A172_Phase_A7_1_00d08h00m_3_pre_r2c0.png,2,0,after,,,3,1192.3333333333333,3577.0,278.6836217587774,0.28848551089291913,0.8642648897449572,0.7589181805465554,518,123,0.14481409001956946
A172_Phase_A7_1_00d08h00m_3_pre,A172_Phase_A7_1_00d08h00m_3_pre_r2c1.png,2,1,after,,,3,790.3333333333334,2371.0,213.29071657538063,0.2258866482694267,0.7648785796722816,0.6821818048098511,409,105,0.17250105440742303
A172_Phase_A7_1_00d08h00m_3_pre,A172_Phase_A7_1_00d08h00m_3_pre_r2c2.png,2,2,after,,,6,486.6666666666667,2920.0,164.94147417046312,0.3456940802032009,0.7963803398863876,0.7287022536278093,545,144,0.18664383561643835
A172_Phase_A7_1_00d08h00m_4_pre,A172_Phase_A7_1_00d08h00m_4_pre_r0c0.png,0,0,after,,,4,496.75,1987.0,229.123629022557,0.17926220142400323,0.7410829365587889,0.5038332129745615,515,136,0.2591847005535984
A172_Phase_A7_1_00d08h00m_4_pre,A172_Phase_A7_1_00d08h00m_4_pre_r0c1.png,0,1,after,,,3,1040.3333333333333,3121.0,171.56279451402278,0.4797985856630768,0.8396779644821938,0.8359511493459492,308,43,0.09868631848766421
A172_Phase_A7_1_00d08h00m_4_pre,A172_Phase_A7_1_00d08h00m_4_pre_r0c2.png,0,2,after,,,4,789.75,3159.0,148.49468786098504,0.45475930982790963,0.8072150046548269,0.8202939752110521,335,70,0.10604621715732827
A172_Phase_A7_1_00d08h00m_4_pre,A172_Phase_A7_1_00d08h00m_4_pre_r1c0.png,1,0,after,,,3,766.3333333333334,2299.0,221.55704653312173,0.2022114700841864,0.7476148532625656,0.6395811131135886,396,91,0.1722488038277512
A172_Phase_A7_1_00d08h00m_4_pre,A172_Phase_A7_1_00d08h00m_4_pre_r1c1.png,1,1,after,,,6,405.8333333333333,2435.0,133.41964278122353,0.3231104001269254,0.814632522395654,0.7058082813272971,440,115,0.1806981519507187
A172_Phase_A7_1_00d08h00m_4_pre,A172_Phase_A7_1_00d08h00m_4_pre_r1c2.png,1,2,after,,,3,1087.3333333333333,3262.0,304.0782104868019,0.14962948344215263,0.8212706388616527,0.5577557115142834,480,91,0.14714898835070508
A172_Phase_A7_1_00d08h00m_4_pre,A172_Phase_A7_1_00d08h00m_4_pre_r2c0.png,2,0,after,,,6,372.8333333333333,2237.0,168.65940947789227,0.19021588534362366,0.8212710729073397,0.6029519778411991,590,176,0.2637460885113992
A172_Phase_A7_1_00d08h00m_4_pre,A172_Phase_A7_1_00d08h00m_4_pre_r2c1.png,2,1,after,,,7,415.0,2905.0,160.46890838216547,0.23965666556677986,0.8117637595416127,0.6086743148479761,633,186,0.21790017211703958
A172_Phase_A7_1_00d08h00m_4_pre,A172_Phase_A7_1_00d08h00m_4_pre_r2c2.png,2,2,after,,,5,753.0,3765.0,161.8859089865545,0.36034991830566143,0.6921601739986657,0.787494605448585,432,90,0.1147410358565737
A172_Phase_A7_1_00d12h00m_1_pre,A172_Phase_A7_1_00d12h00m_1_pre_r0c0.png,0,0,after,,,2,522.5,1045.0,191.50661966467317,0.1705132418272166,0.8700057077359968,0.5482441020017484,255,70,0.24401913875598086
A172_Phase_A7_1_00d12h00m_1_pre,A172_Phase_A7_1_00d12h00m_1_pre_r0c1.png,0,1,after,,,2,935.0,1870.0,207.42388155425118,0.33779329948644554,0.8415160271019773,0.7851739063006669,256,52,0.13689839572192514
A172_Phase_A7_1_00d12h00m_1_pre,A172_Phase_A7_1_00d12h00m_1_pre_r0c2.png,0,2,after,,,4,935.25,3741.0,190.1116972188689,0.3250413153279423,0.858260157847841,0.6893832699855044,400,40,0.10692328254477412
A172_Phase_A7_1_00d12h00m_1_pre,A172_Phase_A7_1_00d12h00m_1_pre_r1c0.png,1,0,after,,,4,373.5,1494.0,147.46220228225724,0.23162371866789347,0.9240326741526591,0.5958739340345991,322,96,0.21552878179384202
