before_image_id,after_image_id,pair_type,before_soma_area_mean,before_circularity_mean,before_neurite_length,before_branch_count,before_neurite_density,after_soma_area_mean,after_circularity_mean,after_neurite_length,after_branch_count,after_neurite_density,delta_soma_area_mean,delta_circularity_mean,delta_neurite_length,delta_branch_count,delta_neurite_density,dish,label,is_synthetic
d1_t00_ph001,d1_t04_ph282,real_longitudinal,457.3333333333333,0.27338908453121774,450.0,16.0,0.16399416909620992,283.0,0.3156846085248525,231.0,6.0,0.16325088339222615,-174.33333333333331,0.04229552399363473,-219.0,-10.0,-0.0007432857039837704,1,4.0,False
d1_t00_ph002,d1_t04_ph308,real_longitudinal,398.3333333333333,0.2961673893814096,331.0,5.0,0.1384937238493724,393.25,0.2957571189529895,508.0,29.0,0.161474888747616,-5.083333333333314,-0.00041027042842006756,177.0,24.0,0.022981164898243617,1,4.0,False
d1_t00_ph003,d1_t04_ph293,real_longitudinal,1938.0,0.31512917229421217,587.0,98.0,0.15144478844169246,365.75,0.475341363556841,202.0,18.0,0.13807245386192754,-1572.25,0.1602121912626288,-385.0,-80.0,-0.013372334579764916,1,4.0,False
d1_t00_ph004,d1_t04_ph306,real_longitudinal,3371.0,0.08856739498325586,378.0,24.0,0.11213289824977751,455.4,0.29778443200959204,337.0,25.0,0.14800175669740886,-2915.6,0.20921703702633618,-41.0,1.0,0.03586885844763135,1,4.0,False
d1_t00_ph005,d1_t04_ph299,real_longitudinal,926.75,0.2647269407386085,412.0,45.0,0.11114108443485297,234.375,0.30986531793603045,365.0,18.0,0.19466666666666665,-692.375,0.045138377197421975,-47.0,-27.0,0.08352558223181368,1,4.0,False
d1_t00_ph006,d1_t04_ph302,real_longitudinal,714.0,0.36884309671320625,472.0,36.0,0.13221288515406163,535.6,0.3546150860100598,344.0,17.0,0.128454070201643,-178.39999999999998,-0.014228010703146443,-128.0,-19.0,-0.0037588149524186154,1,4.0,False
d1_t00_ph007,d1_t04_ph302,real_longitudinal,1297.6666666666667,0.2258740277063149,395.0,36.0,0.10146416645260724,535.6,0.3546150860100598,344.0,17.0,0.128454070201643,-762.0666666666667,0.1287410583037449,-51.0,-19.0,0.026989903749035773,1,4.0,False
d1_t00_ph008,d1_t04_ph286,real_longitudinal,2934.0,0.32164298367037514,181.0,10.0,0.06169052488070893,701.3333333333334,0.31415555550603336,311.0,48.0,0.14781368821292776,-2232.6666666666665,-0.007487428164341781,130.0,38.0,0.08612316333221882,1,4.0,False
d1_t00_ph009,d1_t04_ph291,real_longitudinal,1566.0,0.185349787431275,312.0,26.0,0.09961685823754789,281.0,0.2892586533791985,300.0,9.0,0.17793594306049823,-1285.0,0.10390886594792348,-12.0,-17.0,0.07831908482295034,1,4.0,False
d1_t00_ph010,d1_t04_ph294,real_longitudinal,3392.0,0.06255666844838224,400.0,42.0,0.1179245283018868,390.0,0.29732004594616307,363.0,52.0,0.15512820512820513,-3002.0,0.2347633774977808,-37.0,10.0,0.03720367682631834,1,4.0,False
d1_t00_ph011,d1_t04_ph294,real_longitudinal,610.6666666666666,0.31890294093117527,381.0,29.0,0.10398471615720524,390.0,0.29732004594616307,363.0,52.0,0.15512820512820513,-220.66666666666663,-0.021582894985012202,-18.0,23.0,0.05114348897099989,1,4.0,False
d1_t00_ph012,d1_t04_ph282,real_longitudinal,1868.5,0.40780195162673194,351.0,36.0,0.09392560877709392,283.0,0.3156846085248525,231.0,6.0,0.16325088339222615,-1585.5,-0.09211734310187947,-120.0,-30.0,0.06932527461513223,1,4.0,False
d1_t00_ph013,d1_t04_ph296,real_longitudinal,1643.5,0.39884891483960994,298.0,38.0,0.09066017645269242,671.6,0.22860543656163376,521.0,32.0,0.15515187611673614,-971.9,-0.17024347827797617,223.0,-6.0,0.06449169966404372,1,4.0,False
d1_t00_ph014,d1_t04_ph285,real_longitudinal,3276.0,0.24801442698407702,212.0,16.0,0.06471306471306472,366.14285714285717,0.373105569604324,350.0,35.0,0.13655872024970736,-2909.8571428571427,0.12509114262024698,138.0,19.0,0.07184565553664264,1,4.0,False
d1_t00_ph015,d1_t04_ph301,real_longitudinal,1207.6666666666667,0.27048166171992855,340.0,46.0,0.09384487993375655,514.1666666666666,0.32335101620933115,344.0,16.0,0.11150729335494328,-693.5000000000001,0.05286935448940261,4.0,-30.0,0.017662413421186726,1,4.0,False
d1_t00_ph016,d1_t04_ph300,real_longitudinal,1730.5,0.3214714481953389,233.0,30.0,0.06732158335741115,301.7142857142857,0.38489636804655986,316.0,9.0,0.14962121212121213,-1428.7857142857142,0.06342491985122095,83.0,-21.0,0.08229962876380098,1,4.0,False
d1_t00_ph017,d1_t04_ph306,real_longitudinal,4506.0,0.0758909259882185,481.0,42.0,0.10674656014203285,455.4,0.29778443200959204,337.0,25.0,0.14800175669740886,-4050.6,0.22189350602137353,-144.0,-17.0,0.04125519655537602,1,4.0,False
d1_t00_ph018,d1_t04_ph301,real_longitudinal,2639.0,0.5405039676072818,119.0,20.0,0.04509283819628647,514.1666666666666,0.32335101620933115,344.0,16.0,0.11150729335494328,-2124.8333333333335,-0.21715295139795066,225.0,-4.0,0.06641445515865681,1,4.0,False
d1_t00_ph019,d1_t04_ph291,real_longitudinal,1284.6666666666667,0.17801509497284726,610.0,88.0,0.15827711468604047,281.0,0.2892586533791985,300.0,9.0,0.17793594306049823,-1003.6666666666667,0.11124355840635122,-310.0,-79.0,0.01965882837445776,1,4.0,False
d1_t00_ph020,d1_t04_ph308,real_longitudinal,3626.0,0.23794845794317018,227.0,25.0,0.0626034197462769,393.25,0.2957571189529895,508.0,29.0,0.161474888747616,-3232.75,0.05780866100981932,281.0,4.0,0.09887146900133911,1,4.0,False
d1_t00_ph021,d1_t04_ph292,real_longitudinal,3578.0,0.17006304241999037,291.0,38.0,0.08133035215204025,416.5,0.24040745005728098,303.0,10.0,0.18187274909963985,-3161.5,0.0703444076372906,12.0,-28.0,0.1005423969475996,1,4.0,False
d1_t00_ph022,d1_t04_ph290,real_longitudinal,2612.0,0.1704793550509249,265.0,28.0,0.10145482388973966,262.0,0.3758402311691416,405.0,10.0,0.15458015267175573,-2350.0,0.2053608761182167,140.0,-18.0,0.053125328782016076,1,4.0,False
d1_t00_ph023,d1_t04_ph306,real_longitudinal,2267.0,0.1562344616009433,482.0,75.0,0.10630789589766211,455.4,0.29778443200959204,337.0,25.0,0.14800175669740886,-1811.6,0.14154997040864875,-145.0,-50.0,0.041693860799746754,1,4.0,False
d1_t00_ph024,d1_t04_ph291,real_longitudinal,1219.5,0.2549820647831111,288.0,39.0,0.11808118081180811,281.0,0.2892586533791985,300.0,9.0,0.17793594306049823,-938.5,0.0342765885960874,12.0,-30.0,0.059854762248690116,1,4.0,False
d1_t00_ph025,d1_t04_ph283,real_longitudinal,1990.5,0.24177887726852149,335.0,33.0,0.08414971112785732,271.25,0.37359629505577974,318.0,20.0,0.14654377880184333,-1719.25,0.13181741778725825,-17.0,-13.0,0.062394067673986,1,4.0,False
d1_t00_ph026,d1_t04_ph294,real_longitudinal,1463.3333333333333,0.38425648258071826,328.0,56.0,0.07471526195899772,390.0,0.29732004594616307,363.0,52.0,0.15512820512820513,-1073.3333333333333,-0.08693643663455519,35.0,-4.0,0.08041294316920741,1,4.0,False
d1_t00_ph027,d1_t04_ph303,real_longitudinal,3965.0,0.05637828798165072,507.0,67.0,0.12786885245901639,398.0,0.3362964054032733,318.0,8.0,0.13316582914572864,-3567.0,0.2799181174216226,-189.0,-59.0,0.005296976686712251,1,4.0,False
d1_t00_ph028,d1_t04_ph286,real_longitudinal,1422.0,0.47535051157147473,372.0,54.0,0.08720112517580872,701.3333333333334,0.31415555550603336,311.0,48.0,0.14781368821292776,-720.6666666666666,-0.16119495606544137,-61.0,-6.0,0.06061256303711904,1,4.0,False
d1_t00_ph029,d1_t04_ph293,real_longitudinal,4092.0,0.22086179218441113,285.0,30.0,0.06964809384164222,365.75,0.475341363556841,202.0,18.0,0.13807245386192754,-3726.25,0.2544795713724298,-83.0,-12.0,0.06842436002028532,1,4.0,False
d1_t00_ph030,d1_t04_ph284,real_longitudinal,5094.0,0.2080156115419328,335.0,26.0,0.06576364350215941,274.0,0.4388891798439902,328.0,36.0,0.1330089213300892,-4820.0,0.23087356830205738,-7.0,10.0,0.0672452778279298,1,4.0,False
d1_t00_ph031,d1_t04_ph300,real_longitudinal,2219.5,0.09794126245132437,504.0,56.0,0.11353908537959,301.7142857142857,0.38489636804655986,316.0,9.0,0.14962121212121213,-1917.7857142857142,0.2869551055952355,-188.0,-47.0,0.03608212674162213,1,4.0,False
d1_t00_ph032,d1_t04_ph294,real_longitudinal,4275.0,0.039031100414918966,620.0,68.0,0.14502923976608187,390.0,0.29732004594616307,363.0,52.0,0.15512820512820513,-3885.0,0.2582889455312441,-257.0,-16.0,0.010098965362123263,1,4.0,False
d1_t00_ph033,d1_t04_ph290,real_longitudinal,4487.0,0.06755680211580992,566.0,113.0,0.12614218854468465,262.0,0.3758402311691416,405.0,10.0,0.15458015267175573,-4225.0,0.3082834290533317,-161.0,-103.0,0.028437964127071086,1,4.0,False
d1_t00_ph034,d1_t04_ph287,real_longitudinal,2451.5,0.18348821177026794,500.0,44.0,0.10197838058331633,327.6,0.3195619765240335,225.0,12.0,0.13736263736263737,-2123.9,0.13607376475376556,-275.0,-32.0,0.03538425677932104,1,4.0,False
d1_t00_ph035,d1_t04_ph296,real_longitudinal,1052.25,0.16885434411094202,559.0,59.0,0.13281064385839866,671.6,0.22860543656163376,521.0,32.0,0.15515187611673614,-380.65,0.05975109245069174,-38.0,-27.0,0.02234123225833748,1,4.0,False
d1_t00_ph036,d1_t04_ph299,real_longitudinal,2055.5,0.276693736932951,348.0,40.0,0.08465093651179761,234.375,0.30986531793603045,365.0,18.0,0.19466666666666665,-1821.125,0.03317158100307943,17.0,-22.0,0.11001573015486904,1,4.0,False
d1_t00_ph037,d1_t04_ph307,real_longitudinal,1902.0,0.22829759337291416,508.0,58.0,0.13354363827549948,619.0,0.36698389615454463,291.0,26.0,0.11752827140549273,-1283.0,0.13868630278163047,-217.0,-32.0,-0.01601536687000675,1,4.0,False
d1_t00_ph038,d1_t04_ph293,real_longitudinal,3827.0,0.3297054922693412,250.0,32.0,0.06532532009406847,365.75,0.475341363556841,202.0,18.0,0.13807245386192754,-3461.25,0.14563587128749977,-48.0,-14.0,0.07274713376785907,1,4.0,False
d1_t00_ph039,d1_t04_ph285,real_longitudinal,1379.6666666666667,0.2848614197658163,517.0,58.0,0.12490939840541193,366.14285714285717,0.373105569604324,350.0,35.0,0.13655872024970736,-1013.5238095238096,0.0882441498385077,-167.0,-23.0,0.01164932184429543,1,4.0,False
d1_t00_ph040,d1_t04_ph304,real_longitudinal,4230.0,0.3427968036218172,302.0,43.0,0.07139479905437353,415.3333333333333,0.3086687399663804,373.0,44.0,0.14967897271268057,-3814.6666666666665,-0.0341280636554368,71.0,1.0,0.07828417365830705,1,4.0,False
d1_t00_ph041,d1_t04_ph298,real_longitudinal,1671.6666666666667,0.31174474001680935,446.0,46.0,0.08893320039880359,550.5,0.4487975835727461,372.0,39.0,0.11262488646684832,-1121.1666666666667,0.13705284355593672,-74.0,-7.0,0.023691686068044726,1,4.0,False
d1_t00_ph042,d1_t04_ph300,real_longitudinal,1951.5,0.10827783254080334,441.0,52.0,0.11299000768639508,301.7142857142857,0.38489636804655986,316.0,9.0,0.14962121212121213,-1649.7857142857142,0.27661853550575655,-125.0,-43.0,0.036631204434817044,1,4.0,False
d1_t00_ph043,d1_t04_ph283,real_longitudinal,3813.0,0.18160464655545497,366.0,51.0,0.0959874114870181,271.25,0.37359629505577974,318.0,20.0,0.14654377880184333,-3541.75,0.19199164850032477,-48.0,-31.0,0.050556367314825226,1,4.0,False
d1_t00_ph044,d1_t04_ph289,real_longitudinal,3687.0,0.18144135739649622,234.0,20.0,0.06346623270951994,385.57142857142856,0.27291058621566333,416.0,26.0,0.1541311596887736,-3301.4285714285716,0.09146922881916711,182.0,6.0,0.09066492697925367,1,4.0,False
d1_t00_ph001,d1_t06_ph400,real_longitudinal,457.3333333333333,0.27338908453121774,450.0,16.0,0.16399416909620992,371.6666666666667,0.22500391216325413,408.0,37.0,0.18295964125560538,-85.66666666666663,-0.04838517236796361,-42.0,21.0,0.018965472159395452,1,6.0,False
d1_t00_ph002,d1_t06_ph401,real_longitudinal,398.3333333333333,0.2961673893814096,331.0,5.0,0.1384937238493724,272.3333333333333,0.3839931971269599,239.0,4.0,0.14626682986536108,-126.0,0.08782580774555032,-92.0,-1.0,0.0077731060159886844,1,6.0,False
d1_t00_ph003,d1_t06_ph393,real_longitudinal,1938.0,0.31512917229421217,587.0,98.0,0.15144478844169246,689.2,0.27514776915693057,529.0,48.0,0.1535113174695299,-1248.8,-0.0399814031372816,-58.0,-50.0,0.002066529027837438,1,6.0,False
d1_t00_ph004,d1_t06_ph400,real_longitudinal,3371.0,0.08856739498325586,378.0,24.0,0.11213289824977751,371.6666666666667,0.22500391216325413,408.0,37.0,0.18295964125560538,-2999.3333333333335,0.13643651717999827,30.0,13.0,0.07082674300582786,1,6.0,False
d1_t00_ph005,d1_t06_ph401,real_longitudinal,926.75,0.2647269407386085,412.0,45.0,0.11114108443485297,272.3333333333333,0.3839931971269599,239.0,4.0,0.14626682986536108,-654.4166666666667,0.11926625638835142,-173.0,-41.0,0.0351257454305081,1,6.0,False
d1_t00_ph006,d1_t06_ph392,real_longitudinal,714.0,0.36884309671320625,472.0,36.0,0.13221288515406163,835.6,0.1607063248662725,581.0,47.0,0.13906175203446625,121.60000000000002,-0.20813677184693374,109.0,11.0,0.006848866880404619,1,6.0,False
d1_t00_ph007,d1_t06_ph402,real_longitudinal,1297.6666666666667,0.2258740277063149,395.0,36.0,0.10146416645260724,318.6,0.3142917720387174,261.0,16.0,0.1638418079096045,-979.0666666666667,0.08841774433240249,-134.0,-20.0,0.06237764145699727,1,6.0,False
d1_t00_ph008,d1_t06_ph390,real_longitudinal,2934.0,0.32164298367037514,181.0,10.0,0.06169052488070893,573.5,0.30389441477681056,350.0,20.0,0.15257192676547515,-2360.5,-0.017748568893564576,169.0,10.0,0.09088140188476622,1,6.0,False
d1_t00_ph009,d1_t06_ph389,real_longitudinal,1566.0,0.185349787431275,312.0,26.0,0.09961685823754789,321.25,0.43011295966490015,332.0,12.0,0.12918287937743192,-1244.75,0.24476317223362515,20.0,-14.0,0.029566021139884033,1,6.0,False
d1_t00_ph010,d1_t06_ph398,real_longitudinal,3392.0,0.06255666844838224,400.0,42.0,0.1179245283018868,230.0909090909091,0.3904816667680532,396.0,11.0,0.15645989727380483,-3161.909090909091,0.3279249983196709,-4.0,-31.0,0.03853536897191803,1,6.0,False
d1_t00_ph011,d1_t06_ph397,real_longitudinal,610.6666666666666,0.31890294093117527,381.0,29.0,0.10398471615720524,808.3333333333334,0.2322369199447779,301.0,13.0,0.12412371134020618,197.66666666666674,-0.08666602098639736,-80.0,-16.0,0.02013899518300094,1,6.0,False
d1_t00_ph012,d1_t06_ph386,real_longitudinal,1868.5,0.40780195162673194,351.0,36.0,0.09392560877709392,489.25,0.2234188841457722,310.0,27.0,0.15840572304547776,-1379.25,-0.18438306748095973,-41.0,-9.0,0.06448011426838383,1,6.0,False
d1_t00_ph013,d1_t06_ph401,real_longitudinal,1643.5,0.39884891483960994,298.0,38.0,0.09066017645269242,272.3333333333333,0.3839931971269599,239.0,4.0,0.14626682986536108,-1371.1666666666667,-0.01485571771265004,-59.0,-34.0,0.055606653412668655,1,6.0,False
